carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,type,manufacturer,model,engines,seats,engine,arr_delay
DL,2043,N909DE,JFK,ATL,118.0,760,13,0,33.98,14.0,43.33,220.0,10.35702,,0.0,1030.0,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2.0,142.0,Turbo-jet,0.0
EV,4487,N14960,EWR,IAD,40.0,212,10,21,60.98,44.96,55.52,140.0,10.35702,18.41248,0.0,1014.1,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
UA,508,N496UA,EWR,FLL,149.0,1065,16,25,55.04,15.08,20.35,360.0,11.5078,,0.0,1023.7,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
MQ,3230,N514MQ,JFK,DCA,45.0,213,11,0,78.08,55.04,45.0,230.0,11.5078,,0.0,1028.6,10.0,,,,,,,1.0
WN,295,N797MX,EWR,MDW,101.0,711,12,0,86.0,55.94,35.95,200.0,5.7539,,0.0,1021.0,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
EV,5670,N12157,EWR,BWI,34.0,169,22,0,39.02,35.06,85.55,170.0,3.45234,,0.0,1026.8,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
B6,85,N652JB,JFK,FLL,206.0,1069,12,50,44.06,17.96,34.72,360.0,11.5078,,0.0,1010.6,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
UA,255,N473UA,LGA,ORD,125.0,733,12,0,50.0,24.08,35.98,280.0,13.80936,,0.0,1020.4,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
B6,675,N821JB,JFK,LAX,331.0,2475,16,25,42.08,23.0,46.41,270.0,16.11092,19.56326,0.0,1011.1,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
9E,3380,N937XJ,JFK,JAX,106.0,828,19,35,68.0,57.02,67.91,180.0,18.41248,23.0156,0.0,1024.6,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
US,17,N548UW,JFK,PHX,284.0,2153,16,29,69.08,41.0,35.96,150.0,12.65858,,0.0,1021.5,10.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,Turbo-fan,0.0
9E,3312,N295PQ,EWR,MSP,165.0,1008,11,30,26.06,3.92,38.03,310.0,17.2617,,0.0,1026.3,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
MQ,3660,N508MQ,LGA,BNA,105.0,764,21,40,62.96,51.98,67.34,310.0,11.5078,,0.0,1013.5,10.0,,,,,,,1.0
EV,4249,N16976,EWR,BWI,36.0,169,8,37,57.92,50.0,74.86,10.0,11.5078,,0.0,1023.2,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
EV,5069,N759EV,LGA,RDU,70.0,431,16,10,77.0,69.98,78.96,250.0,4.60312,,0.0,1012.7,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,1.0
UA,378,N519UA,EWR,SFO,323.0,2565,16,30,53.96,24.08,31.09,290.0,12.65858,24.16638,0.0,1016.4,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
DL,1779,N365NW,LGA,FLL,173.0,1076,17,20,19.94,-0.04,40.92,300.0,24.16638,32.22184,0.0,1020.0,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2.0,182.0,Turbo-fan,1.0
AA,1145,N3KLAA,LGA,DFW,196.0,1389,13,0,57.02,28.94,34.01,270.0,20.71404,32.22184,0.0,1009.9,10.0,,,,,,,0.0
UA,1276,N76529,EWR,DFW,177.0,1372,13,29,62.6,60.8,96.85,130.0,6.90468,,0.05,,2.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
US,1625,N150UW,LGA,CLT,84.0,544,11,30,57.92,44.06,59.84,40.0,8.05546,,0.0,1024.4,10.0,Fixed wing multi engine,AIRBUS,A321-211,2.0,199.0,Turbo-fan,1.0
B6,391,N629JB,LGA,MCO,134.0,950,17,39,53.96,28.04,36.63,160.0,9.20624,,0.0,1026.9,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1600,N13113,EWR,LAX,329.0,2454,15,21,80.06,48.02,32.53,230.0,3.45234,,0.0,1017.5,10.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,Turbo-jet,1.0
UA,323,N455UA,EWR,TPA,151.0,997,11,14,33.98,10.94,37.86,240.0,8.05546,,0.0,1031.2,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
9E,3507,N915XJ,JFK,MSY,162.0,1182,8,0,71.96,66.92,84.16,210.0,10.35702,,0.0,1002.5,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
EV,4687,N16147,EWR,CVG,99.0,569,13,40,69.08,42.08,37.49,280.0,14.96014,21.86482,0.0,1011.3,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
WN,332,N963WN,EWR,DEN,237.0,1605,12,15,39.92,26.06,57.33,320.0,13.80936,,0.0,1015.9,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
B6,2580,N267JB,EWR,BOS,52.0,200,17,15,69.08,66.92,92.83,80.0,9.20624,,0.0,1017.5,5.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
B6,1318,N281JB,JFK,BOS,42.0,187,12,47,51.98,28.04,39.4,240.0,18.41248,,0.0,1020.3,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
B6,263,N656JB,JFK,SEA,356.0,2422,17,35,82.04,69.98,66.93,190.0,18.41248,,0.0,1015.5,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
9E,3354,N927XJ,JFK,BOS,33.0,187,13,59,50.0,19.04,29.07,10.0,5.7539,18.41248,0.0,1035.4,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
UA,1285,N17244,EWR,ORD,103.0,719,15,59,68.0,55.94,65.31,30.0,9.20624,17.2617,0.0,1017.1,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
9E,2940,N8505Q,JFK,BWI,39.0,184,14,50,50.0,21.92,32.86,310.0,19.56326,29.92028,0.0,1018.0,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
DL,831,N321NB,LGA,DTW,79.0,502,7,30,73.4,71.6,94.1,320.0,6.90468,,0.0,,3.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2.0,145.0,Turbo-fan,0.0
UA,814,N519UA,EWR,SEA,326.0,2402,17,40,80.96,53.06,38.08,310.0,17.2617,25.31716,0.0,1011.4,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
US,297,N507AY,JFK,CLT,76.0,541,18,29,62.96,55.94,77.83,120.0,12.65858,,0.0,1019.6,10.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,Turbo-fan,0.0
EV,4122,N12122,EWR,SDF,94.0,642,6,39,71.96,68.0,87.35,290.0,9.20624,,0.0,1010.6,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
9E,3961,N8611A,LGA,GRR,105.0,618,9,50,33.98,21.92,60.93,310.0,16.11092,,0.0,1018.8,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
EV,4377,N16954,EWR,JAX,108.0,820,15,12,78.98,53.06,40.64,320.0,16.11092,28.7695,0.0,1009.1,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
DL,120,N712TW,JFK,LAX,330.0,2475,9,0,37.94,15.08,38.84,270.0,25.31716,31.07106,0.0,1012.2,10.0,Fixed wing multi engine,BOEING,757-2Q8,2.0,178.0,Turbo-fan,0.0
UA,410,N428UA,EWR,IAH,205.0,1400,9,6,71.06,57.02,61.16,260.0,3.45234,,0.0,1015.6,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
B6,985,N639JB,LGA,TPA,149.0,1010,16,0,19.04,-2.02,38.73,320.0,12.65858,,0.0,1021.8,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
B6,219,N216JB,JFK,CLT,79.0,541,8,25,64.94,42.08,43.26,80.0,10.35702,,0.0,1024.1,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
UA,241,N826UA,EWR,IAH,211.0,1400,8,59,44.06,32.0,62.3,0.0,0.0,,0.0,1019.2,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2.0,179.0,Turbo-jet,0.0
EV,4471,N11536,EWR,CLT,97.0,529,6,1,37.4,32.0,81.8,330.0,17.2617,,0.01,,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
B6,1069,N651JB,JFK,AUS,197.0,1521,20,31,62.06,51.98,69.51,200.0,4.60312,,0.0,1017.8,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
FL,348,N603AT,LGA,ATL,128.0,762,13,8,44.06,28.94,55.02,100.0,13.80936,,0.0,1023.0,10.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,Turbo-fan,1.0
B6,371,N584JB,LGA,FLL,150.0,1076,6,0,75.92,69.98,81.85,,4.60312,,0.0,1013.6,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
DL,1885,N910DL,LGA,MCO,132.0,950,9,0,75.02,60.98,61.66,50.0,14.96014,,0.0,1016.4,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
MQ,3070,N501MQ,JFK,TPA,136.0,1005,14,55,69.98,39.92,33.44,240.0,11.5078,,0.0,1024.5,10.0,,,,,,,0.0
9E,3359,N937XJ,JFK,BOS,41.0,187,16,10,51.98,44.06,74.29,110.0,17.2617,21.86482,0.0,1024.6,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,1.0
EV,4419,N18101,EWR,XNA,143.0,1131,8,30,84.92,66.02,53.21,10.0,14.96014,,0.0,1022.5,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
EV,4404,N10575,EWR,PVD,30.0,160,21,25,15.08,-0.04,50.46,270.0,5.7539,,0.0,1022.9,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
MQ,3591,N812MQ,LGA,RDU,70.0,431,19,0,60.08,41.0,49.25,190.0,13.80936,,0.0,1017.2,10.0,,,,,,,0.0
B6,116,N309JB,JFK,SYR,45.0,209,9,30,78.08,64.94,64.03,230.0,3.45234,,0.0,1020.2,7.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
US,604,N677AW,EWR,PHX,276.0,2133,10,29,66.02,42.08,41.67,250.0,6.90468,,0.0,1026.7,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,15,N77066,EWR,HNL,638.0,4963,13,25,42.98,8.96,24.36,290.0,18.41248,28.7695,0.0,1015.4,10.0,Fixed wing multi engine,BOEING,767-424ER,2.0,292.0,Turbo-jet,1.0
EV,4640,N27962,EWR,DAY,77.0,533,12,10,91.94,66.92,43.96,260.0,13.80936,20.71404,0.0,1012.7,10.0,Fixed wing multi engine,EMBRAER,EMB-145,2.0,55.0,Turbo-jet,0.0
B6,30,N203JB,JFK,ROC,48.0,264,22,45,66.92,62.96,87.1,180.0,9.20624,,0.0,1014.0,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
EV,4536,N11551,EWR,CVG,98.0,569,21,7,24.98,1.94,36.3,300.0,10.35702,,0.0,1028.6,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
UA,1687,N17229,EWR,MCO,129.0,937,14,40,64.04,26.06,23.54,,4.60312,,0.0,1027.5,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
UA,1519,N21108,EWR,MCO,137.0,937,11,56,84.02,71.06,65.13,190.0,10.35702,,0.0,1011.2,7.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,Turbo-jet,0.0
B6,59,N190JB,JFK,TPA,141.0,1005,9,12,57.2,55.4,100.0,180.0,20.71404,,0.0,,0.12,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
B6,165,N641JB,JFK,PDX,328.0,2454,20,51,75.02,53.06,46.34,10.0,11.5078,,0.0,1017.7,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
9E,3347,N902XJ,JFK,DTW,83.0,509,15,30,73.04,66.02,78.65,170.0,19.56326,28.7695,0.0,1009.1,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
EV,4333,N27190,EWR,TUL,164.0,1215,20,9,75.92,60.98,59.84,180.0,11.5078,,0.0,1017.3,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
DL,502,N314NB,EWR,ATL,114.0,746,9,0,62.96,55.94,77.83,20.0,12.65858,,0.0,1017.6,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2.0,145.0,Turbo-fan,0.0
UA,774,N849UA,EWR,RSW,151.0,1068,6,0,66.92,57.92,72.81,140.0,3.45234,,0.0,1007.6,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2.0,179.0,Turbo-jet,0.0
DL,4,N3769L,JFK,SJU,196.0,1598,15,45,86.0,64.94,49.51,10.0,16.11092,24.16638,0.0,1010.8,10.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,Turbo-jet,0.0
AA,257,N3FKAA,JFK,LAS,297.0,2248,17,0,57.92,42.08,55.47,200.0,10.35702,,0.0,1028.7,10.0,,,,,,,0.0
US,2187,,LGA,DCA,,214,19,0,78.08,68.0,71.19,160.0,11.5078,,0.0,1018.2,10.0,,,,,,,
DL,1435,N354NW,LGA,TPA,147.0,1010,19,45,50.0,42.08,74.1,180.0,12.65858,,0.0,1016.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2.0,182.0,Turbo-fan,0.0
B6,1129,N662JB,JFK,RSW,141.0,1074,11,20,82.94,66.02,56.72,150.0,11.5078,,0.0,1012.1,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
9E,4357,N8525B,JFK,ORF,57.0,290,14,56,19.04,-7.06,30.41,270.0,16.11092,,0.0,1022.1,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
DL,2319,N353NB,LGA,MSP,153.0,1020,10,5,75.02,44.06,33.08,280.0,24.16638,34.5234,0.0,1013.5,10.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,Turbo-fan,1.0
UA,841,N589UA,JFK,LAX,319.0,2475,14,49,84.02,51.08,32.06,,5.7539,,0.0,1020.0,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
UA,642,N525UA,JFK,SFO,335.0,2586,11,6,48.92,42.08,77.14,150.0,9.20624,,0.0,1024.1,10.0,,,,,,,0.0
B6,71,N562JB,JFK,SLC,280.0,1990,19,30,66.02,57.02,72.72,30.0,6.90468,,0.0,1017.5,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
B6,43,N608JB,JFK,MCO,124.0,944,20,15,75.92,60.98,59.84,280.0,16.11092,24.16638,0.0,1004.7,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
B6,281,N193JB,JFK,HOU,184.0,1428,8,20,60.08,44.06,55.39,0.0,0.0,,0.0,1023.2,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
AA,1999,N625AA,EWR,MIA,155.0,1085,17,20,42.08,17.96,37.46,320.0,3.45234,,0.0,1029.1,10.0,Fixed wing multi engine,BOEING,757-223,2.0,178.0,Turbo-fan,1.0
EV,4663,N16981,EWR,RDU,75.0,416,17,9,51.08,26.06,37.54,100.0,16.11092,26.46794,0.0,1033.6,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
AA,701,N617AA,JFK,MIA,142.0,1089,5,40,75.02,69.08,81.79,260.0,9.20624,,0.0,1003.6,10.0,,,,,,,0.0
UA,1228,N75436,EWR,LAX,295.0,2454,10,0,75.92,68.0,78.34,350.0,12.65858,,0.0,,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,1.0
AA,2223,N4WAAA,LGA,STL,125.0,888,16,55,51.08,12.02,20.58,230.0,13.80936,19.56326,0.0,1021.7,10.0,,,,,,,0.0
B6,281,N309JB,JFK,HOU,192.0,1428,8,15,78.98,73.94,84.58,230.0,9.20624,,0.0,,8.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
DL,695,N908DL,JFK,MCO,137.0,944,11,5,69.98,46.04,42.29,300.0,16.11092,23.0156,0.0,1007.9,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
AA,337,N561AA,LGA,ORD,113.0,733,14,15,57.02,24.98,28.89,280.0,14.96014,,0.0,1014.7,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,Turbo-fan,0.0
MQ,3553,N501MQ,LGA,XNA,168.0,1147,15,20,37.04,19.04,47.75,270.0,14.96014,20.71404,0.0,1018.2,10.0,,,,,,,1.0
B6,105,N566JB,JFK,ORD,120.0,740,20,5,80.06,71.6,78.62,230.0,10.35702,,0.0,,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
9E,3459,N920XJ,JFK,BNA,113.0,765,15,55,80.6,71.6,74.11,170.0,10.35702,,0.0,,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,1.0
EV,5085,N608QX,EWR,DTW,80.0,488,12,36,82.04,73.04,74.25,180.0,9.20624,,0.0,,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
US,1427,N750UW,JFK,CLT,100.0,541,10,15,30.02,6.08,35.68,290.0,19.56326,26.46794,0.0,1011.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2.0,179.0,Turbo-fan,0.0
UA,1248,N26123,JFK,LAX,330.0,2475,8,40,64.94,62.96,93.3,250.0,5.7539,,0.0,1007.5,7.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,Turbo-jet,0.0
9E,3885,N8790A,JFK,PHL,41.0,94,16,10,39.92,30.92,69.96,100.0,14.96014,26.46794,0.0,1022.1,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
B6,1013,N793JB,JFK,LGB,345.0,2465,18,10,42.08,24.98,50.42,340.0,17.2617,21.86482,0.0,1027.2,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
DL,1031,N336NB,LGA,DTW,87.0,502,11,14,41.0,28.94,61.89,230.0,9.20624,,0.0,1017.1,8.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2.0,145.0,Turbo-fan,0.0
EV,4407,N14173,EWR,OMA,180.0,1134,8,9,64.04,55.94,74.94,230.0,5.7539,,0.0,1018.9,9.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
B6,286,N328JB,JFK,ROC,54.0,264,14,36,57.02,28.94,34.01,0.0,0.0,,0.0,1028.4,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
DL,831,N932DL,LGA,DTW,85.0,502,7,15,78.98,60.08,52.37,50.0,11.5078,,0.0,1012.5,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
EV,4357,N27190,EWR,MSY,185.0,1167,16,0,37.94,35.06,89.25,10.0,9.20624,,0.02,998.1,3.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
US,675,N651AW,EWR,CLT,111.0,529,8,15,39.92,39.2,100.0,80.0,6.90468,,0.0,,2.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
MQ,3433,N516MQ,LGA,BNA,130.0,764,8,30,57.2,53.6,93.65,,5.7539,,0.04,,3.0,,,,,,,0.0
EV,4662,N27962,EWR,RDU,64.0,416,14,53,57.02,30.92,36.87,0.0,0.0,,0.0,1028.0,10.0,Fixed wing multi engine,EMBRAER,EMB-145,2.0,55.0,Turbo-jet,1.0
EV,4231,N14543,EWR,IAD,50.0,212,13,20,37.94,19.04,46.09,250.0,24.16638,31.07106,0.0,1015.1,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
EV,5085,N611QX,LGA,GSO,71.0,461,16,25,42.08,21.02,42.69,280.0,5.7539,,0.0,1024.0,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
B6,147,N652JB,JFK,RSW,167.0,1074,19,25,39.92,23.0,50.46,10.0,4.60312,,0.0,1023.5,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
B6,199,N588JB,LGA,MCO,131.0,950,9,40,64.04,48.02,55.95,330.0,14.96014,26.46794,0.0,1007.5,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
AA,21,N329AA,JFK,LAX,327.0,2475,19,5,44.06,24.98,46.73,330.0,6.90468,,0.0,1009.8,10.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,Turbo-fan,0.0
UA,740,N458UA,EWR,TPA,130.0,997,20,25,57.92,53.96,86.63,0.0,0.0,,0.05,1010.2,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
UA,1448,N76515,EWR,MCO,128.0,937,10,30,84.92,71.96,83.44,240.0,14.96014,,0.0,,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
UA,1626,N38454,EWR,SAN,291.0,2425,8,22,32.0,12.02,43.0,340.0,19.56326,25.31716,0.0,1029.0,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,0.0
9E,3459,N923XJ,JFK,BNA,100.0,765,15,45,73.94,53.96,49.66,170.0,12.65858,,0.0,1017.1,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
AA,2223,N503AA,LGA,STL,148.0,888,15,30,39.2,35.96,93.14,50.0,13.80936,,0.05,,2.0,,,,,,,1.0
EV,4411,N18556,EWR,MEM,130.0,946,17,10,93.02,71.96,50.51,230.0,12.65858,,0.0,1015.1,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
9E,3459,N915XJ,JFK,BNA,99.0,765,16,0,59.0,42.08,53.36,120.0,14.96014,,0.0,1031.1,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
DL,461,N612DL,LGA,ATL,121.0,762,6,0,32.0,12.92,44.74,210.0,6.90468,,0.0,1029.8,10.0,Fixed wing multi engine,BOEING,757-232,2.0,178.0,Turbo-fan,0.0
AA,29,N3KHAA,LGA,PBI,164.0,1035,7,30,,,,,,,,,,,,,,,,0.0
UA,1492,N33203,EWR,ORD,106.0,719,16,0,55.94,46.94,71.7,120.0,6.90468,,0.0,1022.1,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
9E,3455,N906XJ,JFK,PIT,62.0,340,18,59,66.02,30.92,26.81,330.0,19.56326,26.46794,0.0,1018.6,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
B6,702,N190JB,JFK,BUF,53.0,301,20,15,60.98,42.08,49.73,330.0,16.11092,,0.0,1016.4,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
AA,117,N336AA,JFK,LAX,332.0,2475,13,45,66.02,55.04,67.69,30.0,12.65858,,0.0,1017.3,10.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,Turbo-fan,1.0
US,1459,N167US,LGA,CLT,79.0,544,12,59,77.0,39.02,25.49,300.0,19.56326,28.7695,0.0,1013.7,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2.0,199.0,Turbo-jet,0.0
WN,3107,N771SA,LGA,BNA,109.0,764,11,0,87.98,69.08,53.64,240.0,10.35702,17.2617,0.0,1021.9,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
UA,364,N807UA,EWR,SEA,355.0,2402,16,30,39.92,19.04,42.65,260.0,11.5078,,0.0,1025.7,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2.0,179.0,Turbo-jet,0.0
EV,4522,N17138,EWR,BNA,119.0,748,7,5,78.98,71.06,76.74,10.0,6.90468,,0.0,1013.6,8.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
UA,1280,N37274,LGA,IAH,193.0,1416,12,59,78.98,55.04,43.68,260.0,12.65858,,0.0,1013.8,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
UA,1180,N17104,EWR,MCO,155.0,937,11,50,35.96,30.2,80.51,270.0,17.2617,,0.0,,10.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,Turbo-jet,1.0
UA,512,N512UA,JFK,SFO,353.0,2586,17,0,51.08,39.02,63.22,110.0,4.60312,,0.0,1034.8,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
US,2144,N947UW,LGA,BOS,33.0,184,21,0,48.02,30.92,51.34,100.0,14.96014,20.71404,0.0,1033.3,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
B6,381,N709JB,LGA,FLL,156.0,1076,19,40,30.92,26.06,81.95,40.0,6.90468,,0.0,1013.0,6.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
